;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
2942;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.53;женский;1;0;высшее;вспомогательный персонал;>250;0.0;13.0;30.0;Торговля;ООО;женат / замужем;2.0;2.0;2.0;2.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2943;Поступление зарплаты на счет;Ремонт;0.0;0.57;мужской;1;0;высшее;менеджер среднего звена;>250;1.0;49.0;28.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2944;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.48;мужской;2;0;высшее;специалист;>250;0.0;7.0;29.0;Торговля;ОАО;женат / замужем;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;29.0;2.0;1.0;0.0;18.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2945;Свободная форма с печатью работодателя;Ремонт;1.0;0.38;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;31.0;40.0;Другое;ООО;холост / не замужем;4.0;2.0;2.0;2.0;2.0;0.2613636364;1.0;2.0;0.0;0.0;0.3;3.0;7.0;65.0;10.0;0.0;0.0;3.0;111.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2946;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.27;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;23.0;29.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2947;Поступление зарплаты на счет;Ремонт;0.0;0.57;женский;0;0;высшее;специалист;>250;0.0;40.0;41.0;Другое;ООО;холост / не замужем;2.0;1.0;1.0;0.0;0.0;0.007751938000000001;1.0;0.0;0.0;0.0;0.5;3.0;3.0;128.0;6.0;2.0;1.0;20.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2948;Форма банка (без печати работодателя);Отпуск;0.0;0.21;женский;1;0;высшее;вспомогательный персонал;>250;0.0;43.0;37.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2949;2НДФЛ;Ремонт;1.0;0.28;мужской;0;0;высшее;вспомогательный персонал;>250;0.0;11.0;43.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2950;2НДФЛ;Ремонт;1.0;0.34;мужской;0;0;среднее-специальное;рабочий;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2951;Поступление зарплаты на счет;Ремонт;1.0;0.51;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2952;Свободная форма с печатью работодателя;Ремонт;0.0;0.49;женский;1;0;высшее;менеджер по продажам;< 50;1.0;91.0;48.0;Торговля;ООО;женат / замужем;7.0;5.0;4.0;2.0;2.0;0.0301724138;1.0;6.0;4.0;3.0;0.5789473684;11.0;8.0;225.0;19.0;8.0;1.0;1.0;75.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2953;2НДФЛ;Покупка мебели;1.0;0.47;мужской;1;0;среднее-специальное;рабочий;>250;0.0;11.0;49.0;Торговля;ООО;холост / не замужем;2.0;0.0;0.0;0.0;0.0;0.2;0.0;4.0;3.0;0.0;1.0;4.0;0.0;8.0;4.0;1.0;0.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2954;2НДФЛ;Другое;0.0;0.26;мужской;0;0;незаконченное высшее;вспомогательный персонал;< 50;0.0;90.0;30.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2955;2НДФЛ;Отпуск;1.0;0.19;мужской;0;0;высшее;рабочий;>250;0.0;36.0;27.0;Сельское и лесное хозяйство;ЗАО;холост / не замужем;2.0;2.0;2.0;2.0;1.0;0.43478260869999996;0.0;1.0;0.0;0.0;1.0;4.0;0.0;13.0;4.0;3.0;0.0;5.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2956;2НДФЛ;Ремонт;1.0;0.57;женский;1;0;высшее;менеджер среднего звена;>250;0.0;26.0;37.0;Торговля;ООО;разведен / разведена;2.0;2.0;1.0;1.0;1.0;0.2463768116;1.0;0.0;0.0;0.0;0.2857142857;2.0;5.0;104.0;7.0;2.0;0.0;5.0;77.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2957;Форма банка (без печати работодателя);Покупка мебели;1.0;0.3;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0.0;218.0;46.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2958;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.13;мужской;2;0;высшее;менеджер среднего звена;>250;0.0;10.0;37.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2959;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.45;женский;0;0;высшее;специалист;>250;0.0;9.0;29.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2960;Свободная форма с печатью работодателя;Ремонт;1.0;0.18;женский;0;0;высшее;рабочий;< 50;1.0;63.0;45.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2961;Поступление зарплаты на счет;Ремонт;0.0;0.23;мужской;1;0;высшее;менеджер среднего звена;>250;0.0;195.0;39.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2962;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.55;мужской;1;0;высшее;менеджер среднего звена;< 50;1.0;234.0;44.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2963;Поступление зарплаты на счет;Ремонт;0.0;0.35;женский;1;0;высшее;менеджер высшего звена;>250;0.0;41.0;45.0;Информационные технологии;ООО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.0165289256;0.0;1.0;1.0;0.0;0.42857142859999997;6.0;8.0;119.0;14.0;4.0;1.0;2.0;37.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2964;2НДФЛ;Покупка автомобиля;1.0;0.48;мужской;0;0;высшее;специалист;>250;3.0;40.0;31.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2965;Поступление зарплаты на счет;Ремонт;1.0;0.59;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;1.0;6.0;30.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2966;Поступление зарплаты на счет;Ремонт;1.0;0.29;женский;0;0;высшее;специалист;>250;0.0;32.0;26.0;Торговля;ООО;разведен / разведена;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;14.0;1.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2967;Форма банка (без печати работодателя);Отпуск;0.0;0.57;мужской;2;0;высшее;специалист;>250;0.0;8.0;42.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2968;Поступление зарплаты на счет;Ремонт;0.0;0.35;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0.0;51.0;33.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.013513513500000001;0.0;0.0;0.0;0.0;0.5;2.0;2.0;73.0;4.0;1.0;1.0;15.0;41.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2969;2НДФЛ;Ремонт;0.0;0.21;мужской;0;0;высшее;менеджер среднего звена;>250;1.0;96.0;34.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2970;Поступление зарплаты на счет;Ремонт;0.0;0.47;женский;0;0;высшее;специалист;>250;0.0;8.0;26.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2971;Форма банка (без печати работодателя);Ремонт;1.0;0.56;женский;2;0;среднее-специальное;специалист;>250;0.0;64.0;38.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2972;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.32;мужской;1;0;высшее;специалист;>250;0.0;114.0;31.0;Другое;ОАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;3.0;1.0;200.0;4.0;2.0;1.0;28.0;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2973;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.57;женский;0;0;среднее-специальное;рабочий;>250;0.0;259.0;43.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2974;Форма банка (без печати работодателя);Ремонт;0.0;0.58;мужской;1;0;высшее;специалист;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2975;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.38;мужской;0;0;высшее;специалист;>250;0.0;42.0;24.0;Информационные технологии;ОАО;холост / не замужем;2.0;2.0;1.0;1.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2976;2НДФЛ;Ремонт;0.0;0.26;женский;0;0;высшее;рабочий;>250;0.0;243.0;44.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2977;Форма банка (без печати работодателя);Ремонт;1.0;0.39;мужской;0;0;высшее;менеджер высшего звена;< 50;0.0;149.0;43.0;Другое;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.2;1.0;0.0;0.0;0.0;0.5;2.0;2.0;108.0;4.0;1.0;1.0;16.0;99.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2978;2НДФЛ;Ремонт;1.0;0.37;женский;0;0;высшее;специалист;>250;0.0;229.0;45.0;Торговля;ООО;разведен / разведена;1.0;1.0;1.0;1.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2979;2НДФЛ;Ремонт;0.0;0.44;мужской;2;0;высшее;торговый представитель;< 50;1.0;45.0;32.0;Другое;ЗАО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.0697674419;0.0;0.0;0.0;0.0;0.44444444439999997;4.0;5.0;160.0;9.0;2.0;1.0;6.0;92.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2980;Форма банка (без печати работодателя);Ремонт;1.0;0.29;мужской;1;0;высшее;менеджер высшего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2981;Форма банка (без печати работодателя);Ремонт;1.0;0.4;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0.0;47.0;29.0;Другое;ЗАО;женат / замужем;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.22222222219999999;2.0;7.0;173.0;9.0;1.0;1.0;0.0;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2982;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0.0;0.31;женский;1;0;среднее-специальное;специалист;< 50;0.0;41.0;41.0;Торговля;ООО;холост / не замужем;2.0;1.0;1.0;0.0;0.0;0.0102040816;0.0;0.0;0.0;0.0;0.5714285714;4.0;3.0;97.0;7.0;1.0;0.0;13.0;37.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2983;Поступление зарплаты на счет;Ремонт;1.0;0.28;женский;2;0;высшее;специалист;>250;0.0;122.0;52.0;Другое;ЗАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;1.0;28.0;1.0;0.0;1.0;38.0;38.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2984;Поступление зарплаты на счет;Ремонт;0.0;0.17;мужской;2;0;высшее;специалист;>250;0.0;59.0;34.0;Другое;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.010989011000000002;1.0;0.0;0.0;0.0;0.25;1.0;3.0;90.0;4.0;0.0;3.0;17.0;47.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2985;Форма банка (без печати работодателя);Отпуск;1.0;0.5;мужской;0;0;высшее;менеджер высшего звена;< 50;0.0;91.0;50.0;Торговля;ООО;холост / не замужем;2.0;1.0;1.0;0.0;0.0;0.0517241379;0.0;0.0;0.0;0.0;0.75;3.0;1.0;55.0;4.0;1.0;0.0;14.0;86.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2986;Форма банка (без печати работодателя);Ремонт;1.0;0.22;женский;1;0;высшее;специалист;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2987;2НДФЛ;Покупка автомобиля;0.0;0.48;мужской;0;0;высшее;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2988;2НДФЛ;Ремонт;1.0;0.04;мужской;0;0;высшее;менеджер высшего звена;>250;3.0;17.0;33.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2989;Поступление зарплаты на счет;Ремонт;1.0;0.15;мужской;2;0;высшее;специалист;>250;0.0;76.0;40.0;Другое;ООО;женат / замужем;5.0;5.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2;1.0;4.0;115.0;5.0;0.0;3.0;31.0;91.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2991;Форма банка (без печати работодателя);Ремонт;1.0;0.16;мужской;1;0;высшее;менеджер среднего звена;>250;0.0;40.0;44.0;Другое;ЗАО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.0416666667;0.0;0.0;0.0;0.0;1.0;1.0;0.0;23.0;1.0;1.0;0.0;23.0;23.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2992;Поступление зарплаты на счет;Ремонт;1.0;0.23;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0.0;9.0;39.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2993;Поступление зарплаты на счет;Ремонт;0.0;0.57;мужской;0;0;среднее-специальное;специалист;>250;0.0;16.0;46.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2994;Свободная форма с печатью работодателя;Ремонт;1.0;0.23;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;20.0;29.0;Торговля;ООО;холост / не замужем;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;93.0;2.0;1.0;0.0;8.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2995;2НДФЛ;Покупка автомобиля;1.0;0.23;женский;0;0;высшее;специалист;< 50;1.0;275.0;48.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2996;Форма банка (без печати работодателя);Покупка автомобиля;1.0;0.49;женский;0;0;высшее;специалист;>250;0.0;15.0;34.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2997;2НДФЛ;Отпуск;1.0;0.18;женский;0;0;высшее;специалист;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2998;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.3;мужской;0;0;среднее;рабочий;>250;0.0;12.0;31.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
2999;Форма банка (без печати работодателя);Ремонт;0.0;0.21;мужской;1;0;высшее;менеджер среднего звена;< 50;0.0;32.0;34.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3000;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.35;мужской;3;0;высшее;специалист;>250;1.0;102.0;36.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3001;Форма банка (без печати работодателя);Ремонт;0.0;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;6.0;34.0;Торговля;Иная форма;женат / замужем;2.0;1.0;1.0;0.0;0.0;0.0649350649;1.0;0.0;0.0;0.0;0.2272727273;5.0;17.0;216.0;22.0;3.0;0.0;6.0;97.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0
3002;2НДФЛ;Ремонт;0.0;0.22;мужской;0;0;высшее;рабочий;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3003;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.51;женский;1;0;высшее;специалист;>250;1.0;78.0;38.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;1.0;54.0;2.0;0.0;0.0;32.0;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3004;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;55.0;29.0;Другое;ООО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;8.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3005;Поступление зарплаты на счет;Ремонт;1.0;0.59;женский;0;0;высшее;специалист;>250;1.0;46.0;30.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3006;2НДФЛ;Покупка недвижимости/ строительство;0.0;0.52;мужской;0;0;среднее;вспомогательный персонал;>250;0.0;92.0;50.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3007;2НДФЛ;Ремонт;1.0;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0.0;70.0;46.0;Торговля;ООО;холост / не замужем;2.0;2.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;22.0;1.0;0.0;0.0;84.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3008;2НДФЛ;Покупка автомобиля;1.0;0.51;мужской;2;0;высшее;специалист;>250;3.0;35.0;26.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3009;2НДФЛ;Ремонт;1.0;0.44;женский;0;0;высшее;рабочий;>250;3.0;79.0;51.0;Торговля;ООО;разведен / разведена;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;11.0;1.0;1.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3010;Форма банка (без печати работодателя);Ремонт;1.0;0.19;мужской;2;0;высшее;вспомогательный персонал;>250;0.0;75.0;39.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
