;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
3011;Поступление зарплаты на счет;Ремонт;1.0;0.43;женский;0;0;второе высшее;специалист;>250;1.0;14.0;31.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3012;2НДФЛ;Другое;1.0;0.32;мужской;0;0;среднее-специальное;специалист;< 50;0.0;16.0;35.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3013;2НДФЛ;Ремонт;1.0;0.59;мужской;1;0;второе высшее;специалист;>250;1.0;21.0;32.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3014;Поступление зарплаты на счет;Покупка земли;1.0;0.29;женский;0;0;среднее-специальное;специалист;>250;0.0;76.0;46.0;Торговля;ЗАО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;61.0;4.0;0.0;1.0;14.0;67.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3015;Поступление зарплаты на счет;Отпуск;0.0;0.16;женский;1;0;высшее;специалист;>250;0.0;31.0;41.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3017;Поступление зарплаты на счет;Ремонт;0.0;0.24;женский;0;0;высшее;вспомогательный персонал;>250;0.0;6.0;33.0;Торговля;ООО;холост / не замужем;1.0;1.0;1.0;1.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3019;Поступление зарплаты на счет;Другое;1.0;0.37;мужской;0;0;высшее;специалист;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3020;Поступление зарплаты на счет;Покупка мебели;1.0;0.53;женский;0;0;высшее;менеджер среднего звена;>250;0.0;44.0;30.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3021;Поступление зарплаты на счет;Отпуск;0.0;0.1;мужской;1;0;высшее;специалист;>250;0.0;51.0;38.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3022;2НДФЛ;Ремонт;0.0;0.29;мужской;0;0;высшее;специалист;>250;0.0;33.0;32.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3023;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1.0;0.44;мужской;0;0;среднее-специальное;рабочий;>250;0.0;483.0;57.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3024;Форма банка (без печати работодателя);Покупка бытовой техники;1.0;0.1;женский;0;0;высшее;специалист;>250;0.0;25.0;23.0;Наука;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3025;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.26;мужской;2;0;высшее;менеджер среднего звена;>250;0.0;37.0;34.0;Другое;ООО;повторный брак;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666667;2.0;1.0;28.0;3.0;1.0;0.0;12.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3027;2НДФЛ;Ремонт;0.0;0.32;мужской;1;0;второе высшее;менеджер среднего звена;>250;1.0;30.0;36.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3028;2НДФЛ;Ремонт;1.0;0.59;женский;0;0;высшее;вспомогательный персонал;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3029;Поступление зарплаты на счет;Ремонт;1.0;0.59;женский;0;0;высшее;специалист;>250;1.0;6.0;27.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3030;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0.0;0.31;мужской;0;0;высшее;специалист;>250;0.0;167.0;46.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3031;Свободная форма с печатью работодателя;Другое;0.0;0.33;мужской;0;0;высшее;менеджер высшего звена;< 50;0.0;24.0;38.0;Строительство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3032;Свободная форма с печатью работодателя;Ремонт;0.0;0.14;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0.0;21.0;39.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.005952381;1.0;0.0;0.0;0.0;0.0;0.0;6.0;167.0;6.0;0.0;3.0;46.0;101.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3033;2НДФЛ;Покупка автомобиля;0.0;0.44;мужской;0;0;высшее;рабочий;>250;0.0;49.0;28.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3034;Поступление зарплаты на счет;Лечение;0.0;0.38;женский;0;0;среднее-специальное;специалист;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3035;Поступление зарплаты на счет;Ремонт;0.0;0.21;мужской;0;0;высшее;менеджер среднего звена;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3036;Поступление зарплаты на счет;Лечение;1.0;0.33;мужской;1;0;высшее;рабочий;>250;0.0;23.0;36.0;Другое;Иная форма;женат / замужем;2.0;1.0;1.0;1.0;1.0;0.0476190476;0.0;0.0;0.0;0.0;0.25;1.0;3.0;40.0;4.0;0.0;0.0;16.0;31.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3037;2НДФЛ;Ремонт;0.0;0.52;женский;1;0;высшее;специалист;>250;1.0;21.0;38.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3038;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.4;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0.0;89.0;29.0;Торговля;ООО;холост / не замужем;3.0;2.0;2.0;2.0;2.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3039;2НДФЛ;Ремонт;1.0;0.33;мужской;0;0;среднее-специальное;менеджер среднего звена;< 50;0.0;9.0;46.0;Другое;ООО;холост / не замужем;1.0;1.0;1.0;1.0;0.0;0.17021276600000002;1.0;0.0;0.0;0.0;0.0;0.0;4.0;39.0;4.0;0.0;1.0;23.0;77.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3040;2НДФЛ;Покупка недвижимости/ строительство;0.0;0.43;мужской;3;0;высшее;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3041;Поступление зарплаты на счет;Лечение;1.0;0.1;мужской;0;0;высшее;специалист;>250;0.0;34.0;24.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3042;2НДФЛ;Ремонт;1.0;0.43;женский;1;0;высшее;специалист;>250;0.0;309.0;47.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3043;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.59;мужской;0;0;высшее;специалист;>250;0.0;20.0;25.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3044;2НДФЛ;Ремонт;0.0;0.4;женский;2;0;высшее;специалист;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3045;Поступление зарплаты на счет;Ремонт;1.0;0.11;мужской;2;0;второе высшее;менеджер среднего звена;>250;0.0;132.0;39.0;Информационные технологии;ЗАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0416666667;0.0;0.0;0.0;0.0;0.6666666667;2.0;1.0;115.0;3.0;0.0;1.0;14.0;90.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3046;Поступление зарплаты на счет;Ремонт;0.0;0.46;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;62.0;28.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3047;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1.0;0.2;мужской;0;0;среднее;вспомогательный персонал;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3048;Поступление зарплаты на счет;Ремонт;1.0;0.37;женский;0;0;незаконченное высшее;специалист;>250;0.0;10.0;23.0;Торговля;ООО;холост / не замужем;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;4.0;1.0;1.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3050;Поступление зарплаты на счет;Покупка автомобиля;1.0;0.5;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1.0;33.0;50.0;Сельское и лесное хозяйство;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.012345678999999998;0.0;1.0;0.0;0.0;0.5714285714;4.0;3.0;160.0;7.0;3.0;0.0;4.0;91.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3051;Поступление зарплаты на счет;Ремонт;1.0;0.24;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3052;Поступление зарплаты на счет;Ремонт;1.0;0.44;мужской;1;0;высшее;вспомогательный персонал;>250;0.0;110.0;48.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3053;Форма банка (без печати работодателя);Ремонт;1.0;0.39;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;146.0;37.0;Другое;Государственное предприятие;гражданский брак;1.0;1.0;1.0;1.0;0.0;0.2631578947;0.0;0.0;0.0;0.0;1.0;2.0;0.0;14.0;2.0;1.0;0.0;7.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3054;2НДФЛ;Другое;1.0;0.55;мужской;1;0;высшее;специалист;>250;1.0;16.0;31.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3055;Форма банка (без печати работодателя);Покупка автомобиля;0.0;0.35;мужской;1;0;незаконченное высшее;менеджер по продажам;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3056;2НДФЛ;Покупка автомобиля;0.0;0.4;мужской;1;0;высшее;рабочий;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3057;Форма банка (без печати работодателя);Покупка автомобиля;1.0;0.14;женский;0;0;высшее;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3058;2НДФЛ;Покупка недвижимости/ строительство;0.0;0.32;женский;1;0;среднее-специальное;специалист;>250;0.0;94.0;45.0;Другое;ОАО;женат / замужем;4.0;4.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;2.0;0.0;0.0;31.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3059;Поступление зарплаты на счет;Покупка земли;1.0;0.53;мужской;2;0;высшее;специалист;>250;0.0;172.0;41.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3060;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.49;мужской;0;0;незаконченное высшее;менеджер среднего звена;>250;0.0;44.0;33.0;Торговля;ЗАО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;1.0;1.0;24.0;2.0;0.0;0.0;16.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3061;2НДФЛ;Покупка автомобиля;0.0;0.32;мужской;0;0;среднее-специальное;рабочий;>250;0.0;300.0;45.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3062;Форма банка (без печати работодателя);Ремонт;0.0;0.38;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;37.0;28.0;Информационные технологии;ООО;холост / не замужем;2.0;2.0;2.0;1.0;1.0;0.043478260899999996;1.0;0.0;0.0;0.0;0.7142857143000001;5.0;2.0;88.0;7.0;3.0;1.0;9.0;83.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3063;Форма банка (без печати работодателя);Ремонт;0.0;0.49;женский;0;0;высшее;менеджер среднего звена;< 50;0.0;15.0;48.0;Юридические услуги;Иная форма;женат / замужем;4.0;1.0;1.0;1.0;1.0;0.0807453416;1.0;1.0;1.0;0.0;0.7142857143000001;5.0;2.0;148.0;7.0;2.0;2.0;2.0;82.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
3064;Форма банка (без печати работодателя);Другое;1.0;0.41;мужской;0;0;высшее;менеджер высшего звена;< 50;0.0;44.0;46.0;Другое;ЗАО;холост / не замужем;4.0;2.0;2.0;1.0;1.0;0.0583333333;0.0;0.0;0.0;0.0;0.5714285714;4.0;3.0;113.0;7.0;1.0;3.0;14.0;95.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3065;Поступление зарплаты на счет;Покупка мебели;1.0;0.4;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;15.0;43.0;Торговля;ООО;женат / замужем;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.3333333333;1.0;2.0;17.0;3.0;1.0;0.0;1.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3066;Форма банка (без печати работодателя);Ремонт;0.0;0.49;мужской;2;0;высшее;менеджер высшего звена;>250;0.0;12.0;37.0;Другое;ОАО;женат / замужем;2.0;1.0;1.0;1.0;1.0;0.063583815;1.0;1.0;1.0;1.0;0.2857142857;3.0;4.0;162.0;7.0;3.0;0.0;1.0;86.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3067;Форма банка (без печати работодателя);Ремонт;0.0;0.27;мужской;1;0;высшее;менеджер высшего звена;< 50;0.0;69.0;47.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.011111111100000001;1.0;0.0;0.0;0.0;0.1666666667;2.0;4.0;178.0;6.0;1.0;2.0;6.0;92.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3068;Форма банка (без печати работодателя);Обучение;1.0;0.41;женский;0;0;высшее;специалист;>250;0.0;106.0;34.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3069;Поступление зарплаты на счет;Ремонт;1.0;0.47;мужской;0;0;высшее;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3070;2НДФЛ;Ремонт;1.0;0.49;мужской;1;0;высшее;специалист;< 50;3.0;20.0;28.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3071;Форма банка (без печати работодателя);Ремонт;0.0;0.24;женский;0;0;высшее;специалист;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3072;Поступление зарплаты на счет;Покупка бытовой техники;1.0;0.34;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0.0;6.0;36.0;Торговля;ООО;женат / замужем;1.0;1.0;0.0;0.0;0.0;0.53125;0.0;0.0;0.0;0.0;0.2727272727;3.0;8.0;90.0;11.0;2.0;0.0;19.0;86.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
3073;Форма банка (без печати работодателя);Ремонт;0.0;0.31;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0.0;27.0;32.0;Торговля;ООО;холост / не замужем;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6666666667;2.0;1.0;50.0;3.0;1.0;0.0;10.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3074;Форма банка (без печати работодателя);Ремонт;1.0;0.38;женский;0;0;высшее;менеджер высшего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
